reviewContent,sentiment,corpus
"alhamdulillah paket nyampe dengan selamat. pas buka rasanya dag dig duk.  tapi ternyata pengirimanya bagus, puas banget. suka sama design tvnya & remotnya   terima kasih coocaa & selamat ulang tahun. sering2 yah promonya 😁",positif,alhamdulillah paket selamat pas buka dag dig duk nyata pengirimanya bagus puas banget suka design televisi remotnya terima kasih coocaa selamat ulang promonya
"Barang Sesuai Dengan Iklan , Spesifikasi cocok",positif,barang sesuai iklan spesifikasi cocok
sip mantab... pengiriman cepat... ada  tas nya juga siplah... mudah2 awet...,positif,sip mantap kirim cepat tas nya sip mudah mudah awet
Kualitas produk mantap.. Pengiriman dan packing bagus sampai dengan selamat ke kalimantan barat.. Tidak mengecewakan terima kasih..,positif,kualitas produk mantap kirim packing bagus selamat kalimantan barat kecewa terima kasih
Terima kasih brgnya sesuai dgn pesanan .!,positif,terima kasih brgnya sesuai pesan
barang sudah diterima dan sudah dicoba tv nya mantul bngt deh.. terimakasih  lazada,positif,barang terima coba televisi nya mantap banget deh terima kasih lazada
packing tanpa kayu hanya bubble .. agak khawatir..pas dibuka barang aman tanpa lecet..klo bisa lebih aman lagi pake kayu..os oke..jernih puas..thx lazada,positif,packing kayu bubble khawatirpas buka barang aman lecetklo aman pakai kayuos okejernih puasthx lazada
semoga awet......,positif,moga awet
"mantap pokoknya,,, puuass deh",positif,mantap pokok puuass deh
"barang lumayan, bnyk bonusnya... pengiriman cepat",positif,barang lumayan bonus kirim cepat
pengiriman cepat dan barang original,positif,kirim cepat barang original
sesuai pesanan next bakal order lagi disini ..😍,positif,sesuai pesan next order
Barang diterima dengan baik dan cepat sampainya.,positif,barang terima cepat
mantul 👍,positif,mantap
sdh smpe dgn selamat terimakasih meski cma di bungkus bubble wrap,positif,selamat terima kasih bungkus bubble wrap
"Barang dipesan tgl 10-12-2016 sampai ke tempat saya 14-12-2016, packaging rapi, di Cek isi nya 14,4 GB, Barang nya sesuai gambar.. Semoga bisa awet ini.. Terima kasih JVP dan juga LAZADA Indonesia !!",positif,barang pes tanggal 10122016 14122016 packaging rapi cek isi nya 144 gb barang nya sesuai gambar moga awet terima kasih jvp lazada indonesia
beli untuk ke 2 kali untuk barang arisan dan member selalu puas thanks,positif,beli 2 kali barang arisan member puas terima kasih
manteeeepppp....real capacity...bisa nih ntr order lagi,positif,mantepreal capacitybisa nih order
puasss.. tks lazada,positif,puas tks lazada
Barang ny Bagus.,positif,barang nya bagus
"Matul bangetz barangnya berfungsi sesuai harapan, sukses trus bwt toko dan lazada, pengiriman super cepat blum waktunya udah lngsung dikirim mantul dah poko'e",positif,matul bangetz barang fungsi sesuai harap sukses toko lazada kirim super cepat langsung kirim mantap pokok
"lazada mantap, TOP , terimakasih lazada",positif,lazada mantap top terima kasih lazada
"barang bagus dan berkualitas, packing rapi. terima kasih",positif,barang bagus kualitas packing rapi terima kasih
barang sesuai pic baguss.cm knp pengirimanya lama sekali yaa....mohon dperbaiki untuk pengirimanya yg tdk tepat wktu. thanks lazada atas diskon barang nya yg sesuai pic.....,positif,barang sesuai pic bagusscm pengirimanya yaamohon dperbaiki pengirimanya terima kasih lazada diskon barang nya sesuai pic
produk bagus sayang kaki terlalu rendah .,positif,produk bagus sayang kaki rendah
dibeli untuk menggantikan tv LG yang ga mau nyala lagi. daya tangkap signal tv sharp ternyata memang lebih kuat. sangat berguna bagi saya yang tinggal di daerah yang kurang sinyal. Beruntung saya pilih  TV ini. Terimakasih lazada yang udah kasi harga murah dan bisa nyicil 12 kali bunga 0%,positif,beli ganti televisi nyala daya tangkap sinyal televisi sharp nyata kuat tinggal daerah sinyal untung pilih televisi terima kasih lazada kasih harga murah cicil 12 kali bunga 0
"tv nya awet, udh dipake setahun...",positif,televisi nya awet pakai
Siip pengiriman cepat dan barang OK,positif,sip kirim cepat barang oke
"Barang datangnya cepet,packing rapi.. Recomended pokonya...👍👍",positif,barang cepetpacking rapi recomended poko
produknya sangat bagus dan murah,positif,produk bagus murah
paking mantaaab. barang bagus dan sudah saya tes. lazada mamtaab.,positif,paking mantab barang bagus tes lazada mamtaab
barang sesuai deskripsi dan semua normal tidak ada masalah walau pengirimannya tidak mengunakan packing kayu,positif,barang sesuai deskripsi normal kirim packing kayu
barang bagus,positif,barang bagus
"belom juga di transfer buat pembayarannya, ni TV dah di kirim aja ke rumah Via Gojek. mantab jiwa, layarnya bikin ane merem melek keenakan.",positif,transfer bayar nih televisi kirim rumah via gojek mantap jiwa layar bikin merem melek enak
"Pengiriman lumayan cepat buat luar pulau (4 hari). Tapi packingnya gk terlalu bagus. Waktu diterima dos luarnya penyok dan agak lembab. Alangkah baiknya kalau dilapisi plastik dari luar. Overall, barang oke. Thx Lazada.",positif,kirim lumayan cepat pulau 4 packingnya bagus terima dos penyok lembab alangkah lapis plastik overall barang oke terima kasih lazada
terima kasih . barang sempurna ssuai apa yg saya mau. tidak ad krusakan.,positif,terima kasih barang sempurna sesuai krusakan
"Pesan Malam, pagi datang, keren! Bener padahal bukan pesan Express, sampai kaget saya. Thanks Lazada",positif,pesan malam pagi keren pesan express kaget terima kasih lazada
"Mantap gan, pemesanan sampai barang diterima nggak sampai 24 jam.. TOP BGT dah, produk sesuai deskripsi. selebihnya biar bintang yg berbicara. cuma sayangnya nggak dapat bonus handsfree nya, tapi diganti dapet Tasnya. thanks boss..",positif,mantap juragan mesan barang terima 24 jam top banget produk sesuai deskripsi biar bintang bicara sayang bonus handsfree nya ganti tas terima kasih bos
alhmdulillah barang sampai dngan selamat tanpa cacat .. mudah2an awet ..  good lah,positif,alhamdulillah barang selamat cacat mudah mudah awet good
dpt hadiah bolpoin juga ya..,positif,hadiah bolpoin
"mantap Min Barang Sudah Diterima,Semoga Awet",positif,mantap min barang diterimasemoga awet
blm di coba tp pengirimanya mantab jaya,positif,coba pengirimanya mantap jaya
"Barang mantap,bgus,thanks lazada",positif,barang mantapbgusthanks lazada
"packing bagus ,peng8riman mantap",positif,packing bagus peng8riman mantap
"Sampai saat ini flashdisk tidak bisa digunakan u/ menyimpan data, file saya hilang semua yg disimpan.",positif,flashdisk simpan data file hilang simpan
"lumayan, sesuai harga",positif,lumayan sesuai harga
good product,positif,good produk
Fitur tv cukup lengkap sampai ada games dan apps jg. Hanya minus jack 3.5mm utk speaker external harus pakai adapter ke tipe rca. Overall rekomended bgt utk tv harga segini fiturnya banyak,positif,fitur televisi lengkap games apps minus jack 35mm speaker external pakai adapter tipe rca overall rekomended banget televisi harga gin fiturnya
barang diterima dengan baik dan lengkap,positif,barang terima lengkap
"barang mendarat dg aman, packing hanya bubble wrap, tanpa kayu.. untung gak pecah..☺️ harga lumayan murah untuk smart android tv 32"" terimakasih seller & lazada.",positif,barang darat aman packing bubble wrap kayu untung pecah harga lumayan murah pintar android televisi 32 terima kasih seller lazada
Barang sesuai deskripsi & smoga bisa awet. Packing rapi & pengiriman cepat.,positif,barang sesuai deskripsi moga awet packing rapi kirim cepat
ok sesuai gmbar,positif,oke sesuai gmbar
"Tidak memuaskan, suli dicolokkan ke laptop, ukurannya kecil. Makasi",positif,muas suli colok laptop ukur terima kasih
barang diterima aman dan tak ada yang lecet lain kali  pesan lagi ya,positif,barang terima aman lecet kali pesan
barang di terima tanpa cacat dan sesuai deskripsi. cukup bagus untuk kualitas OEM,positif,barang terima cacat sesuai deskripsi bagus kualitas oem
Pengiriman cepat hasil memuaskan,positif,kirim cepat hasil muas
"😍😍😍 barang cepet banget nyampe nya ..pesen tgl 17 jan jam 12 siang ..nyampe tgl 18 jan jam 11 siang .. ..cuma gak dapet kabel buat nyambung k antena ny aja ,,jd ribet harus beli dulu .. gk dapet braket juga ya .. keseluruhan oke lah 👍👍👍 thnks lazada ..thnks ninja xpress ..(kurir nya baikkkk pake banget)",positif,barang cepat banget nya pesan tanggal 17 jam 12 siang tanggal 18 jam 11 siang kabel sambung k antena nya ribet beli braket oke thnks lazada thnks ninja xpress kurir nya pakai banget
"Good condition, fast delivery",positif,good condition fast delivery
Produk bagus memuaskan,positif,produk bagus muas
"barang sesuai pesanan. cepet sampe, packing okeh.. thx lazada",positif,barang sesuai pesan cepat packing oke terima kasih lazada
sudah sampaiii,positif,
"lazada is the best...ini pesanan kedua saya ambil smart tv samsung,paket dateng cepet bgt ga sampai 2 hari sampai solo top,barang oke saya tunggu invoice nya yak,makasih lazada dan ninja expres",positif,lazada is the bestini pesan ambil pintar televisi samsungpaket cepat banget 2 solo topbarang oke tunggu invoice nya yakmakasih lazada ninja expres
"mantap joossss... pengiriman cepat kemaren pesan sekarang Dateng, makasihhh coocaa mantapppp",positif,mantap joos kirim cepat kemarin pesan terima kasih coocaa mantap
"Barang sampai dengan slamat dengan packingan Buble tidak packing kayu..tak apa laGh..yg penting kondisi Barang Baik..kecepatan pengiriman cuman 18 jam dah sampe malang lgsg saya ambil di Gudang JNE Malang karna saya sudah tidak sabar pingin tau apa itu Android TV,,?setelah saya coba ternyata bugus bingit jd anak"" nonton youtube bisa di layar besar..Terima Kasih Lazada dengan promo 12.12 nya..tp saya belina 10.12 pukul 10pagi..Sampai dimalangna 11.12 pukul 5 sore..diambilna 7 mlm..joss..top lazada..👍👍👍",positif,barang selamat packingan buble packing kayutak laghyg kondisi barang baikkecepatan kirim 18 jam malang langsung ambil gudang jne malang sabar tau android tvsetelah coba nyata bugus banget anak tonton youtube layar besarterima kasih lazada promo 1212 nyatp beli 1012 10pagisampai dimalangna 12 5 sorediambilna 7 mlmjosstop lazada
"Terima Kasih, Capacity 64GB 👍👍",positif,terima kasih capacity 64gb
"kiriman datang lebih cepat, dibungkus dengan rapi, barang ok bisa dipergunakan kedua duanya sy rekomandasikan belanja disini semuanya top banget",positif,kirim cepat bungkus rapi barang oke rekomandasikan belanja top banget
"sesuai diskrpsi brg ori, itu yg penting utk customer, paking rapi, guuuuuuud",positif,sesuai diskrpsi barang orisinal customer paking rapi gud
tv mendarat dengan selamat. sudah di coba dan semua berfungsi baik.,positif,televisi darat selamat coba fungsi
Produk sesuai penjelasan. Berfungsi baik dan nyaris seperti menggunakan Mac baru. Sangat memuaskan.,positif,produk sesuai fungsi mac muas
barang bagus .. tk lazada,positif,barang bagus tk lazada
"barang ori, pengiriman lumayan, tp mengingat gratis ongkir yah worth it lah. barang bisa berfungsi normal di hp. overall great product. recommended",positif,barang orisinal kirim lumayan gratis ongkos kirim worth it barang fungsi normal handphone overall great produk recommended
alhamdulillah okee,positif,alhamdulillah okee
barang sudah di terima..packing jg sangat rapih swdra pun suka dengan barang nya..,positif,barang terimapacking rapi swdra suka barang nya
terimakasih Lazada....,positif,terima kasih lazada
"Thx sudah datang, barang komplit, sudah di coba. Ok.",positif,terima kasih barang komplit coba oke
"Terima kasih, tv nya sudah datang dengan selamat, bayar ditempat pula, dicoba lumayan oke, suara aja rada kurang greget.. semoga awet selalu",positif,terima kasih televisi nya selamat bayar coba lumayan oke suara greget moga awet
Gak nipu 100%,positif,tipu 100
"sudah diterima mantap kurir cepat, ramah",positif,terima mantap kurir cepat ramah
alhamdulillah produk mantap dan sudah 9x order tidak ada yang bermasalah senang,positif,alhamdulillah produk mantap 9x order senang
produk good dicoba langsung connec,positif,produk good coba langsung connec
bagus pengiriman cepat,positif,bagus kirim cepat
thanks lazada,positif,terima kasih lazada
"gambar bagus, pengiriman ok",positif,gambar bagus kirim oke
barang Berfungsi dengan Baik....semoga awet,positif,barang fungsi baiksemoga awet
produk bagus original,positif,produk bagus original
sudah lama ditunggu ketika datang barang pecah. tv 40 in gak pake. paking kayu. saran untuk luar kota kasih alternatif paking kayu dengan harga bersahabat.,positif,tunggu barang pecah televisi 40 in pakai paking kayu saran kota kasih alternatif paking kayu harga sahabat
"mantul gan barang dan pengiriman nya sesuai prediksi, recomended seller",positif,mantap juragan barang kirim nya sesuai prediksi recomended seller
"Thank you gan, paket mendarat dg baik. estimasi pengiriman pas. mantap",positif,terima kasih juragan paket darat estimasi kirim pas mantap
"bagus bgt recomended seller, smoga awet",positif,bagus banget recomended seller moga awet
"mantap barangnya, cepet pula barangnya nyampek",positif,mantap barang cepat barang
puas.... terbaik,positif,puas
barang ok.. pengiriman ok.. paket rapi...thanks k1m1 n Lazada crew..,positif,barang oke kirim oke paket rapithanks k1m1 lazada crew
walaupun dg buble doang yg penting selamat sentosa mengantarkan coocaa 40 inch sampailah saat berbahagia.. 😂 mantul...,positif,buble doang selamat sentosa coocaa 40 inch bahagia mantap
"samsung ori, bagus, cepat, puas",positif,samsung orisinal bagus cepat puas
"Awalnya sempat panik karena paket dikirim hanya pckung bubblewrap. Alhirnya setelah dibuka ane beryluntung tv baik2 saja. Order jumat senin sampai. Dicoba sepintas nyalakan sehat2, cuman belum explore menu2nyabselain nyobain youtube. Semoga awet amin",positif,panik paket kirim pckung bubblewrap alhirnya buka beryluntung televisi order jumat senin coba pintas nyala sehat sehat explore menu2nyabselain coba youtube moga awet amin
"Terima kasih laptopnya sudah diterima sehari lebih cepat dari yang dijadwalkan. Barang dibungkus dengan rapi dan lengkap. OS-nya sudah yang versi Inggris, walaupun ada beberapa yang berbahasa China. Semua perangkat bekerja dengan baik.",positif,terima kasih laptop terima cepat jadwal barang bungkus rapi lengkap osnya versi inggris bahasa cina perangkat kerja
"barang sesuai dengan deskripsi, langsung pakai",positif,barang sesuai deskripsi langsung pakai
"Lazada 11.11 is the best, dapat harga promo, barang sesuai ekspektasi, mulus, pengiriman cepat, pasang sendiri juga mudah, recomended !!!",positif,lazada 1 is the best harga promo barang sesuai ekspektasi mulus kirim cepat pasang mudah recomended
"semua berfungsi, kurir ramah, OTGnya jg berfungsi, kualitas bagus",positif,fungsi kurir ramah otgnya fungsi kualitas bagus
barang diterima dengan baik dan ada kartu garansi ya juga dr Samsung. okey deh. 👍,positif,barang terima kartu garansi samsung okey deh
"mantap, pengiriman supet cepat ke sumbar cuma 2 hari dan packing bagus semoga awet..",positif,mantap kirim supet cepat sumbar 2 packing bagus moga awet
Barang sudah dateng.. Dikemas pake kayu keren.. Keadaan tv bagus mulus lmayan puas . kurir nya ramah suruh pasangin tv langsung mau suasana hujan pula.. Makasih banyak lazada &JNE 🤗🤗😗😗,positif,barang kemas pakai kayu keren televisi bagus mulus lmayan puas kurir nya ramah suruh pasangin televisi langsung suasana hujan terima kasih lazada jne
